Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,63102669,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110930332,10500000.0,11900000.0,32100000,999096,63100000,10500000.0,11900000.0,32100000,999096,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110930332,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007025.0,0.0,7007025,7007025,18700000.0,12200000.0,32100000,8015958,attack
80,63107864,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1109212,10500000.0,11900000.0,32100000,996352,63100000,10500000.0,11900000.0,32100000,996352,0,0.0,0.0,0,0,0,0,0,0,280,0,0.1109212,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012265.0,0.0,7012265,7012265,18700000.0,12200000.0,32100000,8015945,attack
80,63092292,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110948577,10500000.0,11900000.0,32000000,996681,63100000,10500000.0,11900000.0,32000000,996681,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110948577,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012393.0,0.0,7012393,7012393,18700000.0,12200000.0,32000000,8016188,attack
80,63097476,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110939461,10500000.0,11900000.0,32000000,997870,63100000,10500000.0,11900000.0,32000000,997870,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110939461,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009790.0,0.0,7009790,7009790,18700000.0,12200000.0,32000000,8023990,attack
80,63087154,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11095761300000001,10500000.0,11900000.0,32000000,999478,63100000,10500000.0,11900000.0,32000000,999478,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11095761300000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007434.0,0.0,7007434,7007434,18700000.0,12200000.0,32000000,8015973,attack
80,63082183,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110966356,10500000.0,11900000.0,32000000,998475,63100000,10500000.0,11900000.0,32000000,998475,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110966356,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010416.0,0.0,7010416,7010416,18700000.0,12200000.0,32000000,8007984,attack
80,63135339,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11087293000000001,10500000.0,11900000.0,32100000,999923,63100000,10500000.0,11900000.0,32100000,999923,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11087293000000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007972.0,0.0,7007972,7007972,18700000.0,12200000.0,32100000,8015822,attack
80,63130142,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110882057,10500000.0,11900000.0,32100000,998767,63100000,10500000.0,11900000.0,32100000,998767,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110882057,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010476.0,0.0,7010476,7010476,18700000.0,12200000.0,32100000,8024127,attack
80,63140509,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11086385100000001,10500000.0,11900000.0,32100000,997150,63100000,10500000.0,11900000.0,32100000,997150,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11086385100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013152.0,0.0,7013152,7013152,18700000.0,12200000.0,32100000,8015840,attack
80,63119878,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11090008800000001,10500000.0,11900000.0,32100000,996388,63100000,10500000.0,11900000.0,32100000,996388,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11090008800000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7008345.0,0.0,7008345,7008345,18700000.0,12200000.0,32100000,8015911,attack
80,63125020,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110891054,10500000.0,11900000.0,32100000,997586,63100000,10500000.0,11900000.0,32100000,997586,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110891054,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013540.0,0.0,7013540,7013540,18700000.0,12200000.0,32100000,8015896,attack
80,63114747,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11090910300000001,10500000.0,11900000.0,32100000,999159,63100000,10500000.0,11900000.0,32100000,999159,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11090910300000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010889.0,0.0,7010889,7010889,18700000.0,12200000.0,32100000,8008198,attack
80,63104395,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11092729800000001,10500000.0,11900000.0,32100000,996787,63100000,10500000.0,11900000.0,32100000,996787,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11092729800000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7008628.0,0.0,7008628,7008628,18700000.0,12200000.0,32100000,8016033,attack
80,63109579,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110918186,10500000.0,11900000.0,32100000,998007,63100000,10500000.0,11900000.0,32100000,998007,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110918186,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013840.0,0.0,7013840,7013840,18700000.0,12200000.0,32100000,8016052,attack
80,63162786,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11082475100000001,10500000.0,11900000.0,32100000,999442,63200000,10500000.0,11900000.0,32100000,999442,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11082475100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011579.0,0.0,7011579,7011579,18700000.0,12300000.0,32100000,8023697,attack
80,63157638,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110833784,10500000.0,11900000.0,32100000,998456,63200000,10500000.0,11900000.0,32100000,998456,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110833784,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7014379.0,0.0,7014379,7014379,18700000.0,12300000.0,32100000,8015719,attack
80,63152502,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110842798,10500000.0,11900000.0,32100000,997275,63200000,10500000.0,11900000.0,32100000,997275,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110842798,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009221.0,0.0,7009221,7009221,18700000.0,12300000.0,32100000,8015728,attack
80,63147367,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11085181100000001,10500000.0,11900000.0,32100000,996085,63100000,10500000.0,11900000.0,32100000,996085,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11085181100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7004029.0,0.0,7004029,7004029,18700000.0,12300000.0,32100000,8015768,attack
80,63142164,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110860945,10500000.0,11900000.0,32100000,998647,63100000,10500000.0,11900000.0,32100000,998647,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110860945,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7014817.0,0.0,7014817,7014817,18700000.0,12200000.0,32100000,8015932,attack
80,63137028,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110869964,10500000.0,11900000.0,32100000,997707,63100000,10500000.0,11900000.0,32100000,997707,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110869964,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009661.0,0.0,7009661,7009661,18700000.0,12200000.0,32100000,8015935,attack
80,63131880,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110879004,10500000.0,11900000.0,32100000,996522,63100000,10500000.0,11900000.0,32100000,996522,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110879004,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7004481.0,0.0,7004481,7004481,18700000.0,12200000.0,32100000,8015941,attack
80,63126712,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11088808200000001,10500000.0,11900000.0,32100000,999342,63100000,10500000.0,11900000.0,32100000,999342,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11088808200000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7015274.0,0.0,7015274,7015274,18700000.0,12200000.0,32100000,8015930,attack
80,63121606,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11089705200000001,10500000.0,11900000.0,32100000,998140,63100000,10500000.0,11900000.0,32100000,998140,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11089705200000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010084.0,0.0,7010084,7010084,18700000.0,12200000.0,32100000,8015920,attack
80,63116420,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110906164,10500000.0,11900000.0,32100000,996987,63100000,10500000.0,11900000.0,32100000,996987,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110906164,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7004919.0,0.0,7004919,7004919,18700000.0,12200000.0,32100000,8015930,attack
80,63106117,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110924271,10500000.0,11900000.0,32100000,998607,63100000,10500000.0,11900000.0,32100000,998607,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110924271,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010483.0,0.0,7010483,7010483,18700000.0,12200000.0,32100000,8015998,attack
80,63111433,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11091492700000001,10500000.0,11900000.0,32100000,999947,63100000,10500000.0,11900000.0,32100000,999947,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11091492700000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7015809.0,0.0,7015809,7015809,18700000.0,12200000.0,32100000,8015993,attack
80,63100998,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110933269,10500000.0,11900000.0,32100000,997428,63100000,10500000.0,11900000.0,32100000,997428,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110933269,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005315.0,0.0,7005315,7005315,18700000.0,12200000.0,32100000,8015992,attack
80,63095849,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11094232200000001,10500000.0,11900000.0,32000000,996239,63100000,10500000.0,11900000.0,32000000,996239,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11094232200000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7008172.0,0.0,7008172,7008172,18700000.0,12200000.0,32000000,8023962,attack
80,63090707,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11095136400000001,10500000.0,11900000.0,32000000,999036,63100000,10500000.0,11900000.0,32000000,999036,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11095136400000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010870.0,0.0,7010870,7010870,18700000.0,12200000.0,32000000,8016055,attack
80,63138875,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11086672,10500000.0,11900000.0,32100000,999503,63100000,10500000.0,11900000.0,32100000,999503,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11086672,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011442.0,0.0,7011442,7011442,18700000.0,12200000.0,32100000,8015981,attack
80,63085546,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110960441,10500000.0,11900000.0,32000000,997858,63100000,10500000.0,11900000.0,32000000,997858,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110960441,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005679.0,0.0,7005679,7005679,18700000.0,12200000.0,32000000,8016060,attack
80,63080439,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11096942400000001,10500000.0,11900000.0,32000000,996767,63100000,10500000.0,11900000.0,32000000,996767,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11096942400000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7008591.0,0.0,7008591,7008591,18700000.0,12200000.0,32000000,8008003,attack
80,63133734,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11087574800000001,10500000.0,11900000.0,32100000,998318,63100000,10500000.0,11900000.0,32100000,998318,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11087574800000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7006274.0,0.0,7006274,7006274,18700000.0,12200000.0,32100000,8015976,attack
80,63128557,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11088484100000001,10500000.0,11900000.0,32100000,997129,63100000,10500000.0,11900000.0,32100000,997129,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11088484100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009065.0,0.0,7009065,7009065,18700000.0,12200000.0,32100000,8023760,attack
80,63123441,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11089382800000001,10500000.0,11900000.0,32100000,999910,63100000,10500000.0,11900000.0,32100000,999910,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11089382800000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011771.0,0.0,7011771,7011771,18700000.0,12200000.0,32100000,8015840,attack
80,63113087,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11091202100000001,10500000.0,11900000.0,32100000,997533,63100000,10500000.0,11900000.0,32100000,997533,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11091202100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009471.0,0.0,7009471,7009471,18700000.0,12200000.0,32100000,8007780,attack
80,63118235,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110902974,10500000.0,11900000.0,32100000,998723,63100000,10500000.0,11900000.0,32100000,998723,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110902974,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7006551.0,0.0,7006551,7006551,18700000.0,12200000.0,32100000,8015876,attack
80,63107907,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11092112400000001,10500000.0,11900000.0,32100000,996347,63100000,10500000.0,11900000.0,32100000,996347,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11092112400000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012293.0,0.0,7012293,7012293,18700000.0,12200000.0,32100000,8015908,attack
80,63102799,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110930103,10500000.0,11900000.0,32100000,999166,63100000,10500000.0,11900000.0,32100000,999166,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110930103,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007127.0,0.0,7007127,7007127,18700000.0,12200000.0,32100000,8015893,attack
80,63161312,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11082733700000001,10500000.0,11900000.0,32100000,997971,63200000,10500000.0,11900000.0,32100000,997971,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11082733700000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010053.0,0.0,7010053,7010053,18700000.0,12300000.0,32100000,8023934,attack
80,63155955,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110836737,10500000.0,11900000.0,32100000,996749,63200000,10500000.0,11900000.0,32100000,996749,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110836737,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012718.0,0.0,7012718,7012718,18700000.0,12300000.0,32100000,8015893,attack
80,63150791,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11084580100000001,10500000.0,11900000.0,32100000,999576,63200000,10500000.0,11900000.0,32100000,999576,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11084580100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007514.0,0.0,7007514,7007514,18700000.0,12300000.0,32100000,8015941,attack
80,63145673,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11085478500000001,10500000.0,11900000.0,32100000,998403,63100000,10500000.0,11900000.0,32100000,998403,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11085478500000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010338.0,0.0,7010338,7010338,18700000.0,12300000.0,32100000,8007942,attack
80,63140539,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11086379900000001,10500000.0,11900000.0,32100000,997234,63100000,10500000.0,11900000.0,32100000,997234,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11086379900000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012964.0,0.0,7012964,7012964,18700000.0,12200000.0,32100000,8015949,attack
80,63135384,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11087285100000001,10500000.0,11900000.0,32100000,996040,63100000,10500000.0,11900000.0,32100000,996040,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11087285100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007969.0,0.0,7007969,7007969,18700000.0,12200000.0,32100000,8015722,attack
80,63130243,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11088188,10500000.0,11900000.0,32100000,998850,63100000,10500000.0,11900000.0,32100000,998850,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11088188,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010787.0,0.0,7010787,7010787,18700000.0,12200000.0,32100000,8023739,attack
80,63125068,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11089097,10500000.0,11900000.0,32100000,997667,63100000,10500000.0,11900000.0,32100000,997667,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11089097,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013607.0,0.0,7013607,7013607,18700000.0,12200000.0,32100000,8015729,attack
80,63119899,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11090005100000001,10500000.0,11900000.0,32100000,996476,63100000,10500000.0,11900000.0,32100000,996476,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11090005100000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7008439.0,0.0,7008439,7008439,18700000.0,12200000.0,32100000,8015728,attack
80,109578090,17,3,5720,6,520,0,336.4705882,256.1479352,6,0,2.0,3.464101615,52.25497177,0.182518239,5767267.895,12200000.0,51300000,38,110000000,6848625.438,13000000.0,51300000,595,103000000,51300000.0,28100000.0,71100000,31400000,0,0,0,0,576,100,0.155140503,0.027377736000000003,0,520,272.6666667,265.8144716,70657.33333,0,0,0,1,0,0,0,0,0,286.3,336.4705882,2.0,576,0,0,0,0,0,0,17,5720,3,6,29200,0,11,32,6709902.0,9488435.38,13400000,565,19200000.0,18800000.0,51300000,5782986,attack
80,63109583,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110918179,10500000.0,11900000.0,32100000,998126,63100000,10500000.0,11900000.0,32100000,998126,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110918179,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7014041.0,0.0,7014041,7014041,18700000.0,12200000.0,32100000,8015905,attack
80,63104637,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11092687200000001,10500000.0,11900000.0,32100000,997140,63100000,10500000.0,11900000.0,32100000,997140,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11092687200000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009117.0,0.0,7009117,7009117,18700000.0,12200000.0,32100000,8015919,attack
80,63099459,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110935975,10500000.0,11900000.0,32000000,999941,63100000,10500000.0,11900000.0,32000000,999941,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110935975,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011882.0,0.0,7011882,7011882,18700000.0,12200000.0,32000000,8023927,attack
80,63094125,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11094535300000001,10500000.0,11900000.0,32000000,998568,63100000,10500000.0,11900000.0,32000000,998568,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11094535300000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7014498.0,0.0,7014498,7014498,18700000.0,12200000.0,32000000,8015944,attack
